model,quantile,region,scenario,unit,variable,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
GCAM4,0.025,World,ssp460,W / m^2,Effective Radiative Forcing|Aerosols|Indirect Effect,-0.44254139,-0.40525342,-0.42455596,-0.43173081,-0.44535301,-0.45619382,-0.50665586,-0.55057497,-0.51110061,-0.51258641,-0.53154307,-0.59254494,-0.57952516,-0.63956346,-0.60567223,-0.61895748,-0.63030932,-0.6645425,-0.65058078,-0.6542231,-0.69576204,-0.69586572,-0.76213673,-0.73357896,-0.74784798,-0.71634478,-0.76758489,-0.76884383,-0.78834733,-0.79079063,-0.80019875,-0.76833908,-0.83367939,-0.76132758,-0.77512621,-0.78955525,-0.79578849,-0.85938204,-0.85934301,-0.81732063,-0.83504719,-0.96479139,-0.80410253,-0.85137874,-0.94382323,-0.90316326,-0.82692188,-0.97360144,-0.98981116,-0.83934833,-0.7828542,-0.78357703,-0.88412824,-0.89652305,-0.89297466,-0.92036201,-0.92267203,-0.93902447,-0.87721999,-0.85578709,-0.9323922,-0.87621304,-0.92449842,-0.87403791,-0.92026865,-0.90747578,-0.9031419,-0.89878235,-0.89440368,-0.89,-0.88741438,-0.8866668,-0.8859201,-0.88517314,-0.88442477,-0.88367589,-0.88292714,-0.88217786,-0.88142667,-0.88067522,-0.87915062,-0.87684824,-0.87453834,-0.87222419,-0.86990907,-0.86758964,-0.86526286,-0.86293121,-0.86059857,-0.85826194,-0.85453363,-0.84940843,-0.84426882,-0.83910824,-0.83391855,-0.82870665,-0.82347971,-0.81823081,-0.81295285,-0.80765144,-0.80135294,-0.79403383,-0.78665987,-0.7792413,-0.77178705,-0.76428664,-0.7567292,-0.74912389,-0.74148096,-0.73378985,-0.72596577,-0.71801772,-0.71002779,-0.70198393,-0.69387374,-0.68570787,-0.67749721,-0.66922905,-0.66089175,-0.65249473,-0.64273016,-0.63155364,-0.62025508,-0.60884751,-0.59734358,-0.58572591,-0.57397652,-0.5621078,-0.5501339,-0.53803547,-0.52707043,-0.51728598,-0.50743173,-0.49749252,-0.48745386,-0.47732802,-0.46712642,-0.4568338,-0.44643434,-0.43593998,-0.4270955,-0.41992651,-0.41270305,-0.40543482,-0.398131,-0.39078052,-0.38337315,-0.37591807,-0.36842473,-0.36088279,-0.36088279
IMAGE,0.025,World,ssp119,W / m^2,Effective Radiative Forcing|Aerosols|Indirect Effect,-0.49584471,-0.45406547,-0.47569296,-0.48373201,-0.49899499,-0.51114154,-0.56768165,-0.61689074,-0.57266176,-0.57432652,-0.59556648,-0.66391592,-0.64932792,-0.71659773,-0.67862436,-0.6935098,-0.70622895,-0.74458545,-0.72894207,-0.73302309,-0.77956533,-0.7796815,-0.85393473,-0.82193723,-0.83792493,-0.80262722,-0.86003912,-0.8614497,-0.88330235,-0.88603994,-0.89658126,-0.86088415,-0.93409458,-0.85302812,-0.86848878,-0.88465577,-0.89163979,-0.96289307,-0.96284933,-0.91576544,-0.93562712,-1.0809988,-0.90095524,-0.95392578,-1.057505,-1.0119477,-0.92652313,-1.09087,-1.1090321,-0.94044633,-0.87714759,-0.87795747,-0.9906199,-1.0045076,-1.0005319,-1.031218,-1.0338062,-1.0521283,-0.98287956,-0.95886511,-1.0446972,-0.98175133,-1.0358526,-0.9793142,-1.0311134,-1.0155787,-0.98529095,-0.95427665,-0.9225411,-0.89,-0.85487105,-0.81706198,-0.77821908,-0.73822211,-0.69693713,-0.65433339,-0.61037777,-0.5649074,-0.51773897,-0.46879952,-0.43748389,-0.42505916,-0.41250109,-0.39982233,-0.3870379,-0.37412989,-0.36107537,-0.34789003,-0.33459021,-0.32115272,-0.30852797,-0.2967583,-0.2848988,-0.27293334,-0.26084394,-0.24864318,-0.23634545,-0.22393254,-0.21138557,-0.19871872,-0.19010044,-0.185595,-0.18106838,-0.17652536,-0.17197217,-0.16740181,-0.16281024,-0.15820262,-0.15358401,-0.14894872,-0.14490735,-0.14147072,-0.13802821,-0.13457574,-0.13110853,-0.12763107,-0.12414916,-0.12065596,-0.1171471,-0.11362783,-0.10944894,-0.10459895,-0.099721917,-0.094823516,-0.089911467,-0.08497806,-0.080016688,-0.075035826,-0.07004063,-0.065022754,-0.060619204,-0.056842435,-0.05305859,-0.049262056,-0.045447407,-0.041619901,-0.037785436,-0.033937952,-0.030071243,-0.026191269,-0.02176212,-0.01677413,-0.011756301,-0.006714951,-0.001657923,0.003423665,0.008535484,0.01367088,0.018823154,0.024000506,0.024000506
IMAGE,0.025,World,ssp126,W / m^2,Effective Radiative Forcing|Aerosols|Indirect Effect,-0.49624264,-0.45442987,-0.47607472,-0.48412022,-0.49939545,-0.51155175,-0.56813724,-0.61738581,-0.57312134,-0.57478744,-0.59604445,-0.66444874,-0.64984903,-0.71717283,-0.67916898,-0.69406637,-0.70679573,-0.74518301,-0.72952708,-0.73361137,-0.78019096,-0.78030723,-0.85462005,-0.82259687,-0.8385974,-0.80327136,-0.86072933,-0.86214104,-0.88401123,-0.88675102,-0.8973008,-0.86157504,-0.93484422,-0.85371271,-0.86918577,-0.88536574,-0.89235536,-0.96366582,-0.96362205,-0.91650037,-0.936378,-1.0818663,-0.90167829,-0.95469134,-1.0583537,-1.0127598,-0.9272667,-1.0917454,-1.1099222,-0.94120108,-0.87785153,-0.87866207,-0.99141491,-1.0053138,-1.0013348,-1.0320456,-1.0346359,-1.0529727,-0.98366836,-0.95963463,-1.0455356,-0.98253922,-1.0366839,-0.98010014,-1.0319409,-1.0162298,-0.98578265,-0.95460634,-0.92270716,-0.89,-0.86004511,-0.83311406,-0.80566862,-0.77764772,-0.74898528,-0.71969032,-0.6897735,-0.65916163,-0.62777407,-0.59561431,-0.57229834,-0.55827008,-0.54406563,-0.52970237,-0.5151949,-0.50051765,-0.48564749,-0.47060052,-0.45539161,-0.43999626,-0.42649391,-0.41496886,-0.40335963,-0.3916479,-0.37981683,-0.36788076,-0.35585328,-0.34371552,-0.33144805,-0.31906653,-0.30941271,-0.30252811,-0.29559626,-0.28862587,-0.28162595,-0.27458714,-0.26750029,-0.26037352,-0.25321595,-0.2460175,-0.23962704,-0.23406732,-0.22849241,-0.2228924,-0.21725984,-0.21160199,-0.20592745,-0.2002293,-0.19449683,-0.18873872,-0.18216322,-0.17475043,-0.16728527,-0.15977652,-0.15223329,-0.14464563,-0.13700304,-0.12931347,-0.12158841,-0.11381638,-0.10706292,-0.10135281,-0.095624976,-0.089869326,-0.08407792,-0.078260313,-0.072422468,-0.066557297,-0.060656587,-0.054725755,-0.048348228,-0.041506839,-0.034614514,-0.027682056,-0.020719302,-0.013714278,-0.006655885,0.000444996,0.00757938,0.014756658,0.014756658
MESSAGE-GLOBIOM,0.025,World,ssp245,W / m^2,Effective Radiative Forcing|Aerosols|Indirect Effect,-0.46930036,-0.42975771,-0.45022741,-0.4578361,-0.47228199,-0.4837783,-0.53729162,-0.58386636,-0.54200512,-0.54358076,-0.56368367,-0.62837412,-0.61456707,-0.67823569,-0.64229517,-0.65638374,-0.66842198,-0.70472512,-0.68991919,-0.69378174,-0.7378324,-0.73794235,-0.80822054,-0.77793599,-0.79306781,-0.75965971,-0.81399814,-0.8153332,-0.83601601,-0.83860704,-0.84858404,-0.81479793,-0.88408914,-0.80736246,-0.82199546,-0.83729697,-0.84390711,-0.91134595,-0.91130455,-0.86674123,-0.88553965,-1.023129,-0.85272387,-0.90285871,-1.000893,-0.95777447,-0.87692303,-1.0324718,-1.0496617,-0.89010087,-0.83019073,-0.83095726,-0.93758846,-0.95073275,-0.94696979,-0.97601317,-0.97846287,-0.99580409,-0.93026249,-0.90753362,-0.98877078,-0.92919466,-0.98039969,-0.926888,-0.97591416,-0.96161365,-0.94410789,-0.92633485,-0.90831001,-0.89,-0.87893723,-0.8753389,-0.87173595,-0.86812339,-0.86449557,-0.86085793,-0.85721553,-0.8535627,-0.84989429,-0.84621586,-0.83996925,-0.83111079,-0.82217723,-0.81318035,-0.80413225,-0.79501848,-0.78582587,-0.77656644,-0.76725093,-0.75786607,-0.74795654,-0.73752247,-0.72701388,-0.71641459,-0.70570758,-0.69490706,-0.68402488,-0.67304437,-0.66194874,-0.6507513,-0.64076089,-0.63199364,-0.62315198,-0.61424639,-0.6052897,-0.5962682,-0.58716826,-0.57800066,-0.56877663,-0.55948357,-0.55053615,-0.54195592,-0.53332944,-0.52464227,-0.51588278,-0.50706192,-0.49819008,-0.48925556,-0.48024368,-0.47116666,-0.46261083,-0.45457369,-0.44647264,-0.43831617,-0.43011432,-0.42185592,-0.41352953,-0.40514434,-0.39671084,-0.38821796,-0.37961718,-0.37091795,-0.36216673,-0.35335035,-0.34445489,-0.33549242,-0.32647387,-0.31738515,-0.3082133,-0.29896911,-0.29191775,-0.28708608,-0.28222846,-0.27735226,-0.27246302,-0.26755354,-0.2626168,-0.25766018,-0.25269007,-0.24769939,-0.24769939
REMIND-MAGPIE,0.025,World,ssp534-over,W / m^2,Effective Radiative Forcing|Aerosols|Indirect Effect,-0.46776577,-0.42835242,-0.44875518,-0.45633899,-0.47073765,-0.48219637,-0.5355347,-0.58195714,-0.54023279,-0.54180327,-0.56184045,-0.62631936,-0.61255746,-0.67601788,-0.64019488,-0.65423739,-0.66623627,-0.7024207,-0.68766318,-0.6915131,-0.73541972,-0.73552931,-0.80557769,-0.77539217,-0.79047451,-0.75717565,-0.8113364,-0.8126671,-0.83328227,-0.83586483,-0.84580921,-0.81213357,-0.88119821,-0.80472242,-0.81930756,-0.83455904,-0.84114757,-0.90836588,-0.90832462,-0.86390702,-0.88264397,-1.0197835,-0.8499355,-0.8999064,-0.99762012,-0.95464259,-0.87405552,-1.0290957,-1.0462293,-0.88719027,-0.82747604,-0.82824006,-0.93452258,-0.94762389,-0.94387324,-0.97282165,-0.97526333,-0.99254785,-0.92722057,-0.90456602,-0.98553754,-0.92615623,-0.97719382,-0.92385711,-0.97272296,-0.96070178,-0.94345898,-0.92592646,-0.90811889,-0.89,-0.87570163,-0.86541218,-0.85504641,-0.84458899,-0.83402244,-0.82335968,-0.81261412,-0.80176804,-0.79080477,-0.77973724,-0.77286904,-0.77025906,-0.7676379,-0.76500916,-0.76237653,-0.7597362,-0.75708385,-0.75442371,-0.75176007,-0.7490886,-0.7356546,-0.71114311,-0.68617725,-0.66070263,-0.63466057,-0.60806078,-0.58091398,-0.55315524,-0.52471326,-0.49559279,-0.47346624,-0.45869625,-0.44373242,-0.42859123,-0.41328944,-0.39780065,-0.38209827,-0.36619805,-0.35011715,-0.33382962,-0.31940258,-0.30692215,-0.29433709,-0.28162767,-0.26877468,-0.25579153,-0.24269378,-0.22946202,-0.21607307,-0.2025428,-0.19181891,-0.18395391,-0.17602944,-0.16805554,-0.1600421,-0.15197846,-0.14385179,-0.13567248,-0.12745209,-0.11917864,-0.11284147,-0.10847546,-0.10410021,-0.099709058,-0.095295903,-0.090865585,-0.086425086,-0.081969323,-0.077490877,-0.072994658,-0.069672286,-0.067529035,-0.065379089,-0.063225491,-0.061070254,-0.058911346,-0.056746721,-0.054578329,-0.052408257,-0.050234521,-0.050234521
REMIND-MAGPIE,0.025,World,ssp585,W / m^2,Effective Radiative Forcing|Aerosols|Indirect Effect,-0.46776577,-0.42835242,-0.44875518,-0.45633899,-0.47073765,-0.48219637,-0.5355347,-0.58195714,-0.54023279,-0.54180327,-0.56184045,-0.62631936,-0.61255746,-0.67601788,-0.64019488,-0.65423739,-0.66623627,-0.7024207,-0.68766318,-0.6915131,-0.73541972,-0.73552931,-0.80557769,-0.77539217,-0.79047451,-0.75717565,-0.8113364,-0.8126671,-0.83328227,-0.83586483,-0.84580921,-0.81213357,-0.88119821,-0.80472242,-0.81930756,-0.83455904,-0.84114757,-0.90836588,-0.90832462,-0.86390702,-0.88264397,-1.0197835,-0.8499355,-0.8999064,-0.99762012,-0.95464259,-0.87405552,-1.0290957,-1.0462293,-0.88719027,-0.82747604,-0.82824006,-0.93452258,-0.94762389,-0.94387324,-0.97282165,-0.97526333,-0.99254785,-0.92722057,-0.90456602,-0.98553754,-0.92615623,-0.97719382,-0.92385711,-0.97272296,-0.96070178,-0.94345898,-0.92592646,-0.90811889,-0.89,-0.87570163,-0.86541218,-0.85504641,-0.84458899,-0.83402244,-0.82335968,-0.81261412,-0.80176804,-0.79080477,-0.77973724,-0.77286904,-0.77025906,-0.7676379,-0.76500916,-0.76237653,-0.7597362,-0.75708385,-0.75442371,-0.75176007,-0.7490886,-0.74415974,-0.73695753,-0.72972157,-0.72244065,-0.71510494,-0.70772386,-0.70030675,-0.69284282,-0.68532098,-0.67775015,-0.6744248,-0.67537105,-0.67631778,-0.67726361,-0.67820712,-0.67914941,-0.68009158,-0.68103318,-0.6819728,-0.68291188,-0.68180782,-0.67865969,-0.67550904,-0.67235088,-0.66918051,-0.66600257,-0.662821,-0.65963167,-0.65643028,-0.65322212,-0.64851064,-0.64227313,-0.63599655,-0.62968833,-0.62335602,-0.61699207,-0.61058683,-0.60414778,-0.5976847,-0.59118828,-0.58269951,-0.5721927,-0.56161215,-0.55094438,-0.54017148,-0.52930529,-0.51836071,-0.50732114,-0.49616894,-0.48491737,-0.47308747,-0.46064904,-0.44806935,-0.43536297,-0.42254521,-0.40959555,-0.39649254,-0.38325117,-0.369887,-0.35637792,-0.35637792
AIM/CGE,0.025,World,ssp370,W / m^2,Effective Radiative Forcing|CO2,0.65986521,0.66324376,0.66898151,0.67576086,0.68213199,0.68771119,0.69264029,0.69775695,0.70389576,0.71192175,0.72610686,0.73776916,0.75063389,0.76107723,0.77282656,0.78112059,0.79935505,0.80961174,0.82511955,0.83978868,0.86577546,0.87620738,0.90905234,0.95192782,0.96604386,0.96722065,0.9791576,1.0091213,1.0364532,1.0626468,1.0969654,1.1189882,1.1284738,1.1547117,1.1827665,1.2060352,1.2291037,1.2588841,1.2984508,1.323903,1.3423838,1.3623911,1.3760445,1.3868711,1.4074919,1.4381736,1.4653331,1.4844364,1.5253301,1.5543258,1.5736525,1.5969555,1.629364,1.6677622,1.6911339,1.7194895,1.7504021,1.7737149,1.8048395,1.8271981,1.8624006,1.8943937,1.9240171,1.9625436,1.988314,2.0221331,2.057893663,2.095036835,2.13337193,2.17279863,2.213257093,2.254708293,2.296567983,2.338882795,2.381691935,2.4250366,2.468946103,2.513403838,2.55838721,2.60386462,2.649825545,2.696255055,2.742776023,2.789423615,2.836204315,2.883131583,2.930264678,2.977634493,3.025282093,3.073204703,3.12140813,3.169884935,3.2184361,3.267052473,3.315724925,3.36445696,3.413229375,3.461964643,3.510700073,3.559480583,3.60835179,3.65732602,3.706276088,3.755188863,3.80405774,3.85287326,3.901632493,3.950349143,3.999068105,4.0478184,4.09661411,4.145477903,4.19439006,4.24333964,4.292310135,4.341293003,4.390285845,4.43928138,4.488292763,4.537352175,4.586497868,4.635749548,4.685098765,4.73452791,4.784018328,4.833560598,4.883147125,4.932773935,4.982437863,5.032133243,5.081867983,5.13166159,5.181655903,5.231854113,5.282262653,5.33287046,5.383671508,5.434647878,5.48577611,5.537039698,5.588426555,5.639928798,5.691612255,5.743489553,5.795603333,5.847973225,5.900593085,5.95342829,6.00646974,6.059674388,6.113027305
AIM/CGE,0.025,World,ssp370-lowNTCF-aerchemmip,W / m^2,Effective Radiative Forcing|CO2,0.65986521,0.66324376,0.66898151,0.67576086,0.68213199,0.68771119,0.69264029,0.69775695,0.70389576,0.71192175,0.72610686,0.73776916,0.75063389,0.76107723,0.77282656,0.78112059,0.79935505,0.80961174,0.82511955,0.83978868,0.86577546,0.87620738,0.90905234,0.95192782,0.96604386,0.96722065,0.9791576,1.0091213,1.0364532,1.0626468,1.0969654,1.1189882,1.1284738,1.1547117,1.1827665,1.2060352,1.2291037,1.2588841,1.2984508,1.323903,1.3423838,1.3623911,1.3760445,1.3868711,1.4074919,1.4381736,1.4653331,1.4844364,1.5253301,1.5543258,1.5736525,1.5969555,1.629364,1.6677622,1.6911339,1.7194895,1.7504021,1.7737149,1.8048395,1.8271981,1.8624006,1.8943937,1.9240171,1.9625436,1.988314,2.0221331,2.057684055,2.094627373,2.132763988,2.172007688,2.212303615,2.25361506,2.29535673,2.337579938,2.38032855,2.423646073,2.46756371,2.512065055,2.557128405,2.602722653,2.648838105,2.695459853,2.742213645,2.789134543,2.836230513,2.883517083,2.93105405,2.978874063,3.027018863,3.07548682,3.124283325,3.17339886,3.222632385,3.271978855,3.321433633,3.371002705,3.420692768,3.470429548,3.520231658,3.570143798,3.62021068,3.67045659,3.720771165,3.7711256,3.821491498,3.871842823,3.92216475,3.972462,4.02277224,4.07311952,4.123514593,4.173976503,4.22448345,4.275023618,4.325578758,4.376138438,4.426698885,4.47725205,4.527809715,4.578403075,4.629072573,4.67983629,4.730684125,4.781600305,4.832565328,4.883568703,4.93460286,4.98566348,5.03674741,5.087847645,5.13897073,5.190137608,5.241489848,5.29303345,5.344776793,5.396705743,5.448814105,5.501084075,5.553488793,5.606021568,5.658658363,5.71139425,5.76430036,5.817389398,5.870700373,5.924254243,5.97803753,6.032033745,6.086203648,6.140528098,6.194979988
AIM/CGE,0.025,World,ssp370-lowNTCF-gidden,W / m^2,Effective Radiative Forcing|CO2,0.65986521,0.66324376,0.66898151,0.67576086,0.68213199,0.68771119,0.69264029,0.69775695,0.70389576,0.71192175,0.72610686,0.73776916,0.75063389,0.76107723,0.77282656,0.78112059,0.79935505,0.80961174,0.82511955,0.83978868,0.86577546,0.87620738,0.90905234,0.95192782,0.96604386,0.96722065,0.9791576,1.0091213,1.0364532,1.0626468,1.0969654,1.1189882,1.1284738,1.1547117,1.1827665,1.2060352,1.2291037,1.2588841,1.2984508,1.323903,1.3423838,1.3623911,1.3760445,1.3868711,1.4074919,1.4381736,1.4653331,1.4844364,1.5253301,1.5543258,1.5736525,1.5969555,1.629364,1.6677622,1.6911339,1.7194895,1.7504021,1.7737149,1.8048395,1.8271981,1.8624006,1.8943937,1.9240171,1.9625436,1.988314,2.0221331,2.0575767,2.0944344,2.1324972,2.171679,2.2119239,2.2531931,2.2949114,2.3371266,2.379878,2.4232028,2.4671232,2.5116129,2.556639,2.6021586,2.6481513,2.694591,2.7411336,2.7877988,2.8345831,2.8814921,2.9285785,2.975871,3.023409,3.071189,3.1192156,3.1674803,3.2157584,3.2640486,3.3123473,3.3606635,3.408927,3.4571128,3.5052696,3.5534519,3.6017099,3.6500724,3.6985012,3.7469636,3.7954333,3.8438846,3.8923037,3.9406989,3.9891125,4.0375703,4.0860843,4.1346778,4.1833274,4.2320218,4.2807447,4.3294884,4.3782519,4.4270272,4.4758283,4.5246875,4.5736444,4.6227193,4.6719117,4.7212022,4.7705713,4.82001,4.869511,4.9190717,4.9686889,5.0183579,5.0680863,5.1178945,5.1678306,5.2179068,5.2681339,5.3185062,5.3690205,5.419663,5.4704131,5.5212568,5.5721865,5.6231906,5.6743492,5.7256596,5.7771758,5.8289078,5.8808472,5.9329809,5.9852778,6.0377131,6.0902685
GCAM4,0.025,World,ssp434,W / m^2,Effective Radiative Forcing|CO2,0.65986521,0.66324376,0.66898151,0.67576086,0.68213199,0.68771119,0.69264029,0.69775695,0.70389576,0.71192175,0.72610686,0.73776916,0.75063389,0.76107723,0.77282656,0.78112059,0.79935505,0.80961174,0.82511955,0.83978868,0.86577546,0.87620738,0.90905234,0.95192782,0.96604386,0.96722065,0.9791576,1.0091213,1.0364532,1.0626468,1.0969654,1.1189882,1.1284738,1.1547117,1.1827665,1.2060352,1.2291037,1.2588841,1.2984508,1.323903,1.3423838,1.3623911,1.3760445,1.3868711,1.4074919,1.4381736,1.4653331,1.4844364,1.5253301,1.5543258,1.5736525,1.5969555,1.629364,1.6677622,1.6911339,1.7194895,1.7504021,1.7737149,1.8048395,1.8271981,1.8624006,1.8943937,1.9240171,1.9625436,1.988314,2.0221331,2.05765963,2.092624158,2.127070048,2.161006663,2.194492235,2.22758177,2.259565765,2.290582018,2.320730395,2.350108855,2.378789428,2.40680214,2.434157905,2.460854885,2.486903483,2.51231833,2.536779913,2.560333678,2.582992495,2.604787298,2.625786888,2.646037155,2.665585643,2.68444951,2.702521948,2.719792523,2.736072303,2.751379395,2.765723988,2.779128258,2.79160792,2.803214115,2.8139957,2.824010108,2.833303525,2.841902695,2.850265153,2.858320708,2.86603688,2.873382883,2.880336458,2.88689874,2.893102985,2.898972928,2.904514873,2.909748958,2.914761898,2.919524523,2.924005405,2.928182988,2.932042835,2.93557265,2.938781835,2.941700513,2.944361903,2.946783978,2.948519455,2.949583875,2.949962355,2.949663908,2.948690143,2.947046363,2.944731578,2.94175122,2.938120238,2.933862023,2.928617648,2.922447828,2.915380668,2.907427028,2.898593208,2.888879748,2.878273088,2.866770263,2.854365683,2.841070688,2.827037145,2.812276205,2.796823905,2.780703948,2.76390026,2.74638699,2.728127195,2.709103358,2.689296983
GCAM4,0.025,World,ssp460,W / m^2,Effective Radiative Forcing|CO2,0.65986521,0.66324376,0.66898151,0.67576086,0.68213199,0.68771119,0.69264029,0.69775695,0.70389576,0.71192175,0.72610686,0.73776916,0.75063389,0.76107723,0.77282656,0.78112059,0.79935505,0.80961174,0.82511955,0.83978868,0.86577546,0.87620738,0.90905234,0.95192782,0.96604386,0.96722065,0.9791576,1.0091213,1.0364532,1.0626468,1.0969654,1.1189882,1.1284738,1.1547117,1.1827665,1.2060352,1.2291037,1.2588841,1.2984508,1.323903,1.3423838,1.3623911,1.3760445,1.3868711,1.4074919,1.4381736,1.4653331,1.4844364,1.5253301,1.5543258,1.5736525,1.5969555,1.629364,1.6677622,1.6911339,1.7194895,1.7504021,1.7737149,1.8048395,1.8271981,1.8624006,1.8943937,1.9240171,1.9625436,1.988314,2.0221331,2.05765963,2.092624158,2.127070048,2.161006663,2.194492235,2.227584878,2.26136589,2.29574939,2.330755523,2.366385633,2.402644468,2.439495023,2.476899058,2.51481118,2.55321043,2.592073178,2.63089679,2.669722543,2.70855394,2.747406788,2.78633943,2.825383708,2.864578208,2.903920578,2.94341497,2.983050385,3.02231377,3.06118714,3.099671813,3.137790588,3.175561328,3.213030155,3.25024338,3.287255523,3.324113523,3.360834275,3.397203298,3.433216763,3.468869305,3.50415809,3.53908402,3.573666143,3.607954045,3.6419809,3.675764528,3.709331243,3.742486423,3.775238983,3.80758041,3.839511763,3.871037298,3.902157608,3.932893918,3.963285898,3.993377,4.023193368,4.052136713,4.080244135,4.10751806,4.133982208,4.15965228,4.184545428,4.208671583,4.232045293,4.254688528,4.276637805,4.297869423,4.31841596,4.3382974,4.357515033,4.37607186,4.393964185,4.411177713,4.427707918,4.443549358,4.458710565,4.473227513,4.487123483,4.500440483,4.513209583,4.525425465,4.5370714,4.54811836,4.558551505,4.56835528
IMAGE,0.025,World,ssp119,W / m^2,Effective Radiative Forcing|CO2,0.65986521,0.66324376,0.66898151,0.67576086,0.68213199,0.68771119,0.69264029,0.69775695,0.70389576,0.71192175,0.72610686,0.73776916,0.75063389,0.76107723,0.77282656,0.78112059,0.79935505,0.80961174,0.82511955,0.83978868,0.86577546,0.87620738,0.90905234,0.95192782,0.96604386,0.96722065,0.9791576,1.0091213,1.0364532,1.0626468,1.0969654,1.1189882,1.1284738,1.1547117,1.1827665,1.2060352,1.2291037,1.2588841,1.2984508,1.323903,1.3423838,1.3623911,1.3760445,1.3868711,1.4074919,1.4381736,1.4653331,1.4844364,1.5253301,1.5543258,1.5736525,1.5969555,1.629364,1.6677622,1.6911339,1.7194895,1.7504021,1.7737149,1.8048395,1.8271981,1.8624006,1.8943937,1.9240171,1.9625436,1.988314,2.0221331,2.057209655,2.09196008,2.126371963,2.160469063,2.194303313,2.227920078,2.2583453,2.285990138,2.311038518,2.333691728,2.35409532,2.37234874,2.3885187,2.402651448,2.414794223,2.425027703,2.434148603,2.442080215,2.448775223,2.45420774,2.458405065,2.461381345,2.463157058,2.463732173,2.463107248,2.461273778,2.45884565,2.455741463,2.451931445,2.44739211,2.442103515,2.436087955,2.42936996,2.421985435,2.413961538,2.405286833,2.3966744,2.388010313,2.379238788,2.370309205,2.361185108,2.351856913,2.342349265,2.332676238,2.322835303,2.312836535,2.302771703,2.292605873,2.282306893,2.271853088,2.261229635,2.250422698,2.239441675,2.228315835,2.21707608,2.205735513,2.194304968,2.182753405,2.171053458,2.159195173,2.147167375,2.134965223,2.12257977,2.110006303,2.097253013,2.084341483,2.071222608,2.057914723,2.044423248,2.03073535,2.0168434,2.002730975,1.988373493,1.973760548,1.95888315,1.943743048,1.928350755,1.91272897,1.896920428,1.880949238,1.86479902,1.848444883,1.831853343,1.815007395,1.79789152
IMAGE,0.025,World,ssp126,W / m^2,Effective Radiative Forcing|CO2,0.65986521,0.66324376,0.66898151,0.67576086,0.68213199,0.68771119,0.69264029,0.69775695,0.70389576,0.71192175,0.72610686,0.73776916,0.75063389,0.76107723,0.77282656,0.78112059,0.79935505,0.80961174,0.82511955,0.83978868,0.86577546,0.87620738,0.90905234,0.95192782,0.96604386,0.96722065,0.9791576,1.0091213,1.0364532,1.0626468,1.0969654,1.1189882,1.1284738,1.1547117,1.1827665,1.2060352,1.2291037,1.2588841,1.2984508,1.323903,1.3423838,1.3623911,1.3760445,1.3868711,1.4074919,1.4381736,1.4653331,1.4844364,1.5253301,1.5543258,1.5736525,1.5969555,1.629364,1.6677622,1.6911339,1.7194895,1.7504021,1.7737149,1.8048395,1.8271981,1.8624006,1.8943937,1.9240171,1.9625436,1.988314,2.0221331,2.0571152,2.0918171,2.1262149,2.1603313,2.194214,2.2279107,2.2603809,2.2917878,2.3222302,2.3518108,2.3806052,2.4086496,2.4359624,2.4625499,2.4884315,2.5136406,2.5377084,2.5606885,2.5825856,2.6034309,2.6232935,2.6422202,2.6602587,2.6774275,2.6937434,2.7092137,2.7237786,2.7373354,2.7498359,2.7612907,2.7717064,2.781128,2.7896001,2.797177,2.8039034,2.8098055,2.8150346,2.8195482,2.8233218,2.8263387,2.8285876,2.8300791,2.8308539,2.8309435,2.8303602,2.8291282,2.8274601,2.825324,2.8226933,2.8195484,2.8158759,2.811665,2.8069268,2.8016928,2.7959965,2.7898576,2.783009,2.7754501,2.7671615,2.7581473,2.7484053,2.7379376,2.7267396,2.7148143,2.7021746,2.6888472,2.6752772,2.6614437,2.647346,2.6329598,2.618269,2.6032517,2.5878787,2.5721348,2.5560057,2.5394901,2.5233847,2.5076371,2.4922729,2.4772886,2.4626482,2.4483095,2.4342248,2.4203612,2.4066894
